"paperId","authorid","Paper-Author","paperTitle","DocumentType","aggregationType","doi","url","ISSN1","ISSN2","ISBN","issue","volume","pageRange","coverDatePaper",year,"citationsPaper","ConferenceEdition","ConferenceName","CorrespondenceAddress","sourceID","sourceName","publisher","SJR","indexhJournal","authorName","AffiliationID","nameAffiliation","country","docNumberAuthor","citationsAuthor","hindexAuthor","pubBeginning","pubEnd"
"85040559407","55840886400","(P)85040559407-(A)55840886400","Droplet spectrum and fungicide efficiency in the control of Asian soybean rust (Phakopsora pachyrhizi Syd. & P. Syd.)","Article","Journal","10.15446/acag.v67n2.62865","https://api.elsevier.com/content/abstract/scopus_id/85040559407","01202812","","","2","67",,"2017-01-01",2017,"0","","","Garcés-Fiallos, F.R.; National Secretariat for Higher Education, Science, Technology and Innovation (SENESCYT)Ecuador; email: felipe.garcesf@ug.edu.ec","65755","Acta Agronomica","Universidad Nacional de Colombia actagronomica_pal@unal.edu.co","0,146","5","Garcés Fiallos F.","60072042","Universidad de Guayaquil","Ecuador","16","16","2","2013"," 2018"
"85022003969","6507906363","(P)85022003969-(A)6507906363","Characterization of germination in the commercial seed of eight cultivars of tropical forage grasses Caracterização da germinação de sementes comerciais de oito cultivares de gramíneas forrageiras tropicais Caracterización de la germinación en la semilla comercial de ocho cultivares de gramíneas forrajeras tropicales","Article","Journal",,"https://api.elsevier.com/content/abstract/scopus_id/85022003969","16909763","03787818","","3","34","348-370","2017-07-01",2017,"0","","","Guenni, O.; Facultades de Ciencias Agrarias y Medicina Veterinaria y Zootecnia, Universidad de GuayaquilEcuador; email: orlandoguenni@gmail.com","19200157102","Revista de la Facultad de Agronomia","Universidad del Zulia","0,146","5","Guenni O.","60072042","University of Guayaquil","Ecuador","16","156","7","1994"," 2017"
"42049106191","6603695807","(P)42049106191-(A)6603695807","Micotoxins research in humans Investigación del efecto de las micotoxinas en el ser humano","Article","Journal",,"https://api.elsevier.com/content/abstract/scopus_id/42049106191","11301406","","","1","25","7-11","2008-03-31",2008,"5","","","Lazo, R. F.; Centro de Investigación de Enfermedades Parasitarias Y Por Hongos CIDRALAS S.A., Cdla Kennedy Vieja Calle 2da Oeste 121, Guayaquil, Ecuador; email: rlazo@cidralas.med.ec","18256","Revista Iberoamericana de Micologia","Asociacion Espanola de Micologia","0,432","39","Lazo R.","60072042","Universidad de Guayaquil","Ecuador","13","74","3","1966"," 2008"
"78649954412","6603695807","(P)78649954412-(A)6603695807","Gnathostoma and gnathostomiasis in Ecuador","Conference Paper","Journal",,"https://api.elsevier.com/content/abstract/scopus_id/78649954412","01251562","","","SUPPL. 1","35","92-96","2004-12-01",2004,"3","","","Lazo, R. F.Kennedy Vieja Calle 2da. oeste #121E/Fco. Bolona Y Calle G, Guayaquil, Ecuador; email: rlazo@cidralas.med.ec","23093","Southeast Asian Journal of Tropical Medicine and Public Health",,"0,359","43","Lazo R.","60072042","Universidad de Guayaquil","Ecuador","13","74","3","1966"," 2008"
"0032957632","6603695807","(P)0032957632-(A)6603695807","Ocular linguatuliasis in ecuador: Case report and morphometric study of the larva of Linguatula serrata","Article","Journal","10.4269/ajtmh.1999.60.405","https://api.elsevier.com/content/abstract/scopus_id/0032957632","00029637","","","3","60","405-409","1999-01-01",1999,"47","","","Lazo, R.F.; Centro de Investigacion, Enfermedades Parasitarias/Hongos, 121 y Av. E Bolona, Guayaquil, Ecuador","21787","American Journal of Tropical Medicine and Hygiene","American Society of Tropical Medicine and Hygiene","1,430","132","Lazo R.","60072042","Universidad de Guayaquil","Ecuador","13","74","3","1966"," 2008"
"85026471388","13609120800","(P)85026471388-(A)13609120800","Chemical composition of essential oils of Passiflora edulis f. flavicarpa agroindustrial waste","Article","Journal","10.9755/ejfa.2016-10-1542","https://api.elsevier.com/content/abstract/scopus_id/85026471388","20790538","2079052X","","6","29","458-462","2017-01-01",2017,"0","","","Chóez-Guaranda, I.; Escuela Superior Politécnica del Litoral, ESPOL, Centro de Investigaciones Biotecnológicas del Ecuador, Campus Gustavo Galindo, Km 30.5 Vía Perimetral, P.O. Box 09-01-5863, Ecuador; email: iachoez@espol.edu.ec","21100200820","Emirates Journal of Food and Agriculture","United Arab Emirates University ejfa@uaeu.ac.ae","0,270","19","Miranda M.","60072042","Universidad de Guayaquil","Ecuador","13","206","6","2006"," 2017"
"33745802643","6602957595","(P)33745802643-(A)6602957595","Cystic meningiomas: unusual forms ofintracranial tumors Meningiomas quisticos: Formas inusuales de neoplasias intracraneales","Article","Journal",,"https://api.elsevier.com/content/abstract/scopus_id/33745802643","02100010","","","155","27","55-59","1998-12-01",1998,"0","","","Tacitltadde Medicina, Univ. de GuayaquilEcuador","19269","Revista de Neurologia",,"0,223","36","Noboa C.","60072042","Universidad de Guayaquil","Ecuador","13","338","5","1987"," 1998"
"3943070993","6602957595","(P)3943070993-(A)6602957595","Meningiomas quísticos: Formas inusuales de neoplasias intracraneales","Article","Journal",,"https://api.elsevier.com/content/abstract/scopus_id/3943070993","10198113","","","2-3","5","38-46","1996-01-01",1996,"0","","","Mena, I.X.P.O. Box (09-01)15028, Guayaquil, Ecuador","19287","Revista Ecuatoriana de Neurologia","Sociedad Ecuatoriana de Neurologia","0,162","4","Noboa C.","60072042","Universidad de Guayaquil","Ecuador","13","338","5","1987"," 1998"
"85049866613","55907610800","(P)85049866613-(A)55907610800","The diagnosis of diseases from the intelligent analysis of data El diagnóstico de enfermedades desde el análisis inteligente de los datos","Article","Journal",,"https://api.elsevier.com/content/abstract/scopus_id/85049866613","07981015","","","28","39",,"2018-06-01",2018,"0","","","","11200153556","Espacios","Revista Espacios","0,144","6","Leyva-Vázquez M.","60072042","Universidad de Guayaquil","Ecuador","10","13","2","2013"," 2018"
"85045474879","55907610800","(P)85045474879-(A)55907610800","Fuzzy Cognitive Maps for the analysis of mental models Mapas cognitivos borrosos para el análisis de modelos mentales","Article","Journal",,"https://api.elsevier.com/content/abstract/scopus_id/85045474879","07981015","","","15","39",,"2018-01-01",2018,"0","","","","11200153556","Espacios","Revista Espacios","0,144","6","Leyva-Vázquez M.","60072042","Universidad de Guayaquil","Ecuador","10","13","2","2013"," 2018"
"85045722536","55907610800","(P)85045722536-(A)55907610800","A framework for PEST analysis based on fuzzy decision maps","Article","Journal",,"https://api.elsevier.com/content/abstract/scopus_id/85045722536","07981015","","","16","39",,"2018-01-01",2018,"0","","","","11200153556","Espacios","Revista Espacios","0,144","6","Leyva-Vázquez M.","60072042","Universidad de Guayaquil","Ecuador","10","13","2","2013"," 2018"
"85032021338","55907610800","(P)85032021338-(A)55907610800","Clinical assessment using an algorithm based on fuzzy C-means clustering","Conference Paper","Book Series","10.1007/978-3-319-67283-0_14","https://api.elsevier.com/content/abstract/scopus_id/85032021338","18650929","","9783319672823",,"749","181-193","2017-01-01",2017,"0","","3rd International Conference on Technologies and Innovation, CITI 2017","Guijarro-Rodríguez, A.A.; Universidad de GuayaquilEcuador; email: alfonso.guijarror@ug.edu.ec","17700155007","Communications in Computer and Information Science","Springer Verlag service@springer.de","0,170","35","Leyva-Vázquez M.","60072042","Universidad de Guayaquil","Ecuador","10","13","2","2013"," 2018"
"84996629792","55907610800","(P)84996629792-(A)55907610800","The extended hierarchical linguistic model in fuzzy cognitive maps","Conference Paper","Book Series","10.1007/978-3-319-48024-4_4","https://api.elsevier.com/content/abstract/scopus_id/84996629792","18650929","","9783319480237",,"658","39-50","2016-01-01",2016,"1","","2nd International Conference on Technologies and Innovation, CITI 2016","Leyva-Vázquez, M.; Facultad de Ciencias Matemáticas y Físicas, Universidad de GuayaquilEcuador; email: maikel.leyvav@ug.edu.ec","17700155007","Communications in Computer and Information Science","Springer Verlagservice@springer.de","0,170","35","Leyva-Vázquez M.","60072042","Universidad de Guayaquil","Ecuador","10","13","2","2013"," 2018"
"85049905869","57195315784","(P)85049905869-(A)57195315784","Design of smart stretchers and vital signs monitoring system for reduced-mobility patients Diseño de una camilla inteligente y sistema de monitoreo de signos vitales para pacientes con movilidad reducida","Conference Paper","Conference Proceeding","10.23919/CISTI.2018.8399223","https://api.elsevier.com/content/abstract/scopus_id/85049905869","21660735","21660727","9789899843486",,"2018-June","1-5","2018-06-27",2018,"0","","13th Iberian Conference on Information Systems and Technologies, CISTI 2018","Haz, L.; Facultad de Ciencias Matemáticas y Físicas, Universidad de GuayaquilEcuador; email: victoria.haz@hotmail.com","21100219921","Iberian Conference on Information Systems and Technologies, CISTI","IEEE Computer Society help@computer.org","0,136","9","Haz L.","60072042","Universidad de Guayaquil","Ecuador","8","3","1","2017"," 2018"
"85045298617","57195315784","(P)85045298617-(A)57195315784","Pervasive smart destinations","Conference Paper","Book Series","10.1007/978-3-319-77700-9_37","https://api.elsevier.com/content/abstract/scopus_id/85045298617","21945357","","9783319776996",,"747","375-382","2018-01-01",2018,"0","","6th World Conference on Information Systems and Technologies, WorldCIST 2018","Guarda, T.; Universidad Estatal Península de Santa Elena - UPSEEcuador; email: tguarda@gmail.com","5100152904","Advances in Intelligent Systems and Computing","Springer Verlagservice@springer.de",,,"Haz L.","60072042","Universidad de Guayaquil","Ecuador","8","3","1","2017"," 2018"
"85041077570","57195315784","(P)85041077570-(A)57195315784","Geolocation applied to emergency care systems for priority groups","Conference Paper","Book Series","10.1007/978-3-319-73450-7_67","https://api.elsevier.com/content/abstract/scopus_id/85041077570","21945357","","9783319734491",,"721","710-718","2018-01-01",2018,"0","","International Conference on Information Technology and Systems, ICITS18","José Sánchez, A.; Facultad de Sistemas y Telecomunicaciones, Universidad Estatal Península de Santa Elena, Avda. principal La Libertad - Santa Elena, Ecuador; email: jsanchez@upse.edu.ec","5100152904","Advances in Intelligent Systems and Computing","Springer Verlag service@springer.de",,,"Haz L.","60072042","Universidad de Guayaquil","Ecuador","8","3","1","2017"," 2018"
"85045321280","57195315784","(P)85045321280-(A)57195315784","Playability applied in education","Conference Paper","Book Series","10.1007/978-3-319-78605-6_25","https://api.elsevier.com/content/abstract/scopus_id/85045321280","21903026","21903018","9783319786049",,"94","299-306","2018-01-01",2018,"0","","Multidisciplinary International Conference of Research Applied to Defense and Security, MICRADS 2018","Haz, L.; Universidad de Guayaquil, Ciudadela Universitaria Salvador Allende Av. Delta y Av. KennedyEcuador; email: victoria.haz@hotmail.com","21100204111","Smart Innovation, Systems and Technologies","Springer Science and Business Media Deutschland GmbHinfo@springer-sbm.com","0,173","13","Haz L.","60072042","Universidad de Guayaquil","Ecuador","8","3","1","2017"," 2018"
"85049934116","57195315784","(P)85049934116-(A)57195315784","Water treatment monitoring system at san jose de chaltura, imbabura - Ecuador","Conference Paper","Book Series","10.1007/978-3-319-95171-3_48","https://api.elsevier.com/content/abstract/scopus_id/85049934116","16113349","03029743","9783319951706",,"10963 LNCS","610-624","2018-01-01",2018,"0","","18th International Conference on Computational Science and Its Applications, ICCSA 2018","León, M.; Universidad Estatal Península de Santa ElenaEcuador; email: marceloleon11@hotmail.com","25674","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","Springer Verlag service@springer.de","0,295","296","Haz L.","60072042","Universidad de Guayaquil","Ecuador","8","3","1","2017"," 2018"
"85049921863","57195315784","(P)85049921863-(A)57195315784","Characterisation of intelligent public spaces and technologies applied for the recreation of ecuadorian emigrants","Conference Paper","Book Series","10.1007/978-3-319-95162-1_51","https://api.elsevier.com/content/abstract/scopus_id/85049921863","16113349","03029743","9783319951614",,"10960 LNCS","710-718","2018-01-01",2018,"0","","18th International Conference on Computational Science and Its Applications, ICCSA 2018","Salazar Estrada, Y.; Universidad Nacional de LojaEcuador; email: ysalazarec2002@yahoo.es","25674","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","Springer Verlag service@springer.de","0,295","296","Haz L.","60072042","Universidad de Guayaquil","Ecuador","8","3","1","2017"," 2018"
"85032021338","57192081992","(P)85032021338-(A)57192081992","Clinical assessment using an algorithm based on fuzzy C-means clustering","Conference Paper","Book Series","10.1007/978-3-319-67283-0_14","https://api.elsevier.com/content/abstract/scopus_id/85032021338","18650929","","9783319672823",,"749","181-193","2017-01-01",2017,"0","","3rd International Conference on Technologies and Innovation, CITI 2017","Guijarro-Rodríguez, A.A.; Universidad de GuayaquilEcuador; email: alfonso.guijarror@ug.edu.ec","17700155007","Communications in Computer and Information Science","Springer Verlag service@springer.de","0,170","35","Cevallos-Torres L.","60072042","Universidad de Guayaquil","Ecuador","8","4","1","2016"," 2018"
"84996629792","57192081992","(P)84996629792-(A)57192081992","The extended hierarchical linguistic model in fuzzy cognitive maps","Conference Paper","Book Series","10.1007/978-3-319-48024-4_4","https://api.elsevier.com/content/abstract/scopus_id/84996629792","18650929","","9783319480237",,"658","39-50","2016-01-01",2016,"1","","2nd International Conference on Technologies and Innovation, CITI 2016","Leyva-Vázquez, M.; Facultad de Ciencias Matemáticas y Físicas, Universidad de GuayaquilEcuador; email: maikel.leyvav@ug.edu.ec","17700155007","Communications in Computer and Information Science","Springer Verlagservice@springer.de","0,170","35","Cevallos-Torres L.","60072042","Universidad de Guayaquil","Ecuador","8","4","1","2016"," 2018"
"85049880830","57192081992","(P)85049880830-(A)57192081992","Virtual classrooms and their use, measured with a statistical technique: The case of the Technical University of Ambato - Ecuador Aulas virtuales y su utilización, medidos con una técnica estadística: el caso de la Universidad Técnica de Ambato - Ecuador","Conference Paper","Conference Proceeding","10.23919/CISTI.2018.8399214","https://api.elsevier.com/content/abstract/scopus_id/85049880830","21660735","21660727","9789899843486",,"2018-June","1-6","2018-06-27",2018,"0","","13th Iberian Conference on Information Systems and Technologies, CISTI 2018","","21100219921","Iberian Conference on Information Systems and Technologies, CISTI","IEEE Computer Society help@computer.org","0,136","9","Cevallos-Torres L.","60072042","Universidad de Guayaquil","Ecuador","8","4","1","2016"," 2018"
"85049012328","57192081992","(P)85049012328-(A)57192081992","Probabilistic Model for Managing the Arrival Times of Pre-Hospital Ambulances Based on their Geographical Location (GIS)","Conference Paper","Conference Proceeding","10.1109/ICEDEG.2018.8372348","https://api.elsevier.com/content/abstract/scopus_id/85049012328",,,"9781538625194",,,"103-109","2018-06-04",2018,"0","","5th International Conference on eDemocracy and eGovernment, ICEDEG 2018","","21100865704","2018 5th International Conference on eDemocracy and eGovernment, ICEDEG 2018","Institute of Electrical and Electronics Engineers Inc.",,,"Cevallos-Torres L.","60072042","Universidad de Guayaquil","Ecuador","8","4","1","2016"," 2018"
"85053243428","57192081992","(P)85053243428-(A)57192081992","Automated irrigation system with arduino Sistema de riego automatizado con arduino","Article","Journal",,"https://api.elsevier.com/content/abstract/scopus_id/85053243428","07981015","","","37","39",,"2018-01-01",2018,"0","","","","11200153556","Espacios","Revista Espacios","0,144","6","Cevallos-Torres L.","60072042","Universidad de Guayaquil","Ecuador","8","4","1","2016"," 2018"
"85040227900","57192081992","(P)85040227900-(A)57192081992","Analysis of transport logistics costs in supply chain management by applying fuzzy logic","Conference Paper","Book Series","10.1007/978-3-319-72727-1_11","https://api.elsevier.com/content/abstract/scopus_id/85040227900","18650929","","9783319727264",,"798","145-159","2018-01-01",2018,"1","","3rd International Conference on Technology Trends, CITT 2017","Guijarro-Rodríguez, A.A.; Faculty of Mathematical and Physical Sciences, University of GuayaquilEcuador; email: alfonso.guijarror@ug.edu.ec","17700155007","Communications in Computer and Information Science","Springer Verlag service@springer.de","0,170","35","Cevallos-Torres L.","60072042","Universidad de Guayaquil","Ecuador","8","4","1","2016"," 2018"
"85032003188","57192081992","(P)85032003188-(A)57192081992","Migrating SOA Applications to Cloud: A Systematic Mapping Study","Conference Paper","Book Series","10.1007/978-3-319-67283-0_1","https://api.elsevier.com/content/abstract/scopus_id/85032003188","18650929","","9783319672823",,"749","3-16","2017-01-01",2017,"2","","3rd International Conference on Technologies and Innovation, CITI 2017","Botto-Tobar, M.; Universidad de GuayaquilEcuador; email: miguel.bottot@ug.edu.ec","17700155007","Communications in Computer and Information Science","Springer Verlag service@springer.de","0,170","35","Cevallos-Torres L.","60072042","Universidad de Guayaquil","Ecuador","8","4","1","2016"," 2018"
"85032003383","57192081992","(P)85032003383-(A)57192081992","Evaluation of vulnerability and seismic risk parameters through a fuzzy logic approach","Conference Paper","Book Series","10.1007/978-3-319-67283-0_9","https://api.elsevier.com/content/abstract/scopus_id/85032003383","18650929","","9783319672823",,"749","113-130","2017-01-01",2017,"0","","3rd International Conference on Technologies and Innovation, CITI 2017","Cevallos-Torres, L.J.; Faculty of Mathematical and Physical Sciences, University of GuayaquilEcuador; email: lorenzo.cevallost@ug.edu.ec","17700155007","Communications in Computer and Information Science","Springer Verlag service@springer.de","0,170","35","Cevallos-Torres L.","60072042","Universidad de Guayaquil","Ecuador","8","4","1","2016"," 2018"
"85053862803","57189869240","(P)85053862803-(A)57189869240","Intelligent technologies for health self-management Tecnologías inteligentes para la autogestión de la salud","Article","Journal","10.26342/2018-61-22","https://api.elsevier.com/content/abstract/scopus_id/85053862803","19897553","11355948","",,"61","159-162","2018-09-01",2018,"0","","","","21100195304","Procesamiento de Lenguaje Natural","Sociedad Espanola para el Procesamiento del Lenguaje Natural laurena@ujaen.es","0,210","8","Luna-Aveiga H.","60072042","Universidad de Guayaquil","Ecuador","8","15","2","2016"," 2018"
"85025170053","57189869240","(P)85025170053-(A)57189869240","Sentiment polarity detection in social networks: An approach for asthma disease management","Conference Paper","Book Series","10.1007/978-3-319-61911-8_13","https://api.elsevier.com/content/abstract/scopus_id/85025170053","21945357","","9783319619101",,"629","141-152","2018-01-01",2018,"0","","5th International Conference on Computer Science, Applied Mathematics and Applications, ICCSAMA 2017","Paredes-Valverde, M.A.; Facultad de Informática, Universidad de Murcia, Campus Espinardo, Spain; email: marioandres.paredes@um.es","5100152904","Advances in Intelligent Systems and Computing","Springer Verlag service@springer.de",,,"Luna-Aveiga H.","60072042","Universidad de Guayaquil","Ecuador","8","15","2","2016"," 2018"
"85041856497","57189869240","(P)85041856497-(A)57189869240","Health monitor: An intelligent platform for the monitorization of patients of chronic diseases","Book Chapter","Book Series","10.1007/978-3-319-74002-7_8","https://api.elsevier.com/content/abstract/scopus_id/85041856497","1860949X","","",,"764","155-175","2018-01-01",2018,"0","","","Medina-Moreira, J.; Cdla. Universitaria Salvador Allende, Universidad de GuayaquilEcuador; email: jose.medinamo@ug.edu.ec","4900152708","Studies in Computational Intelligence","Springer Verlag service@springer.de","0,184","48","Luna-Aveiga H.","60072042","Universidad de Guayaquil","Ecuador","8","15","2","2016"," 2018"
"85028623424","57189869240","(P)85028623424-(A)57189869240","Knowledge acquisition through ontologies from medical natural language texts","Article","Journal","10.4018/JITR.2017100104","https://api.elsevier.com/content/abstract/scopus_id/85028623424","19387865","19387857","","4","10","56-69","2017-10-01",2017,"2","","","","19700201308","Journal of Information Technology Research","IGI Global cust@igi-global.com","0,163","9","Luna-Aveiga H.","60072042","Universidad de Guayaquil","Ecuador","8","15","2","2016"," 2018"
"85025169017","57189869240","(P)85025169017-(A)57189869240","Sentiment Analysis on Tweets about Diabetes: An Aspect-Level Approach","Article","Journal","10.1155/2017/5140631","https://api.elsevier.com/content/abstract/scopus_id/85025169017","17486718","1748670X","",,"2017",,"2017-01-01",2017,"12","","","Salas-Zárate, M.D.P.; Departamento de Informática y Sistemas, Universidad de MurciaSpain; email: mariapilar.salas@um.es","11000153760","Computational and Mathematical Methods in Medicine","Hindawi Limited 410 Park Avenue, 15th Floor, 287 pmb New York NY 10022","0,403","30","Luna-Aveiga H.","60072042","Universidad de Guayaquil","Ecuador","8","15","2","2016"," 2018"
"85032019099","57189869240","(P)85032019099-(A)57189869240","A collaborative filtering based recommender system for disease self-management","Conference Paper","Book Series","10.1007/978-3-319-67283-0_5","https://api.elsevier.com/content/abstract/scopus_id/85032019099","18650929","","9783319672823",,"749","60-71","2017-01-01",2017,"0","","3rd International Conference on Technologies and Innovation, CITI 2017","Medina-Moreira, J.; Universidad de Guayaquil, Cdla. Universitaria Salvador AllendeEcuador; email: jose.medinamo@ug.edu.ec","17700155007","Communications in Computer and Information Science","Springer Verlag service@springer.de","0,170","35","Luna-Aveiga H.","60072042","Universidad de Guayaquil","Ecuador","8","15","2","2016"," 2018"
"84996878286","57189869240","(P)84996878286-(A)57189869240","Usage of diabetes self-management mobile technology: Options for ecuador","Conference Paper","Book Series","10.1007/978-3-319-48024-4_7","https://api.elsevier.com/content/abstract/scopus_id/84996878286","18650929","","9783319480237",,"658","79-89","2016-01-01",2016,"0","","2nd International Conference on Technologies and Innovation, CITI 2016","Medina-Moreira, J.; Universidad de Guayaquil, Cdla, Universitaria Salvador AllendeEcuador; email: jose.medinamo@ug.edu.ec","17700155007","Communications in Computer and Information Science","Springer Verlag service@springer.de","0,170","35","Luna-Aveiga H.","60072042","Universidad de Guayaquil","Ecuador","8","15","2","2016"," 2018"
